sample_id,tic_id,label,n_sectors,flux_mean,flux_std,flux_median,flux_mad,flux_skew,flux_kurt,bls_period,bls_duration,bls_depth,bls_power,bls_snr,status,error
SAMPLE_006293,207468071,0,20,0.99937856,0.00747714,1.0,0.0026578903,2.3835716,11.774411,12.729614807403701,0.3,0.0028662623138102474,0.08815188206133401,6.164744957943899,success,
SAMPLE_007092,271596418,0,34,1.0022409,0.010192265,0.99999994,0.006629914,0.668154,-0.03288889,13.839419709854926,0.3,0.003556227590689426,0.06760955050206974,6.318896594162776,success,
SAMPLE_005859,113921235,1,5,1.0055352,0.022725172,1.0,0.020394802,0.22657368,-1.4841578,12.678839419709854,0.3,0.02440339906381794,0.2465477167493314,5.190648009694834,success,
SAMPLE_006762,47617038,0,2,1.0000119,0.0008032291,1.0,0.00050342083,0.20218539,1.4734659,12.33791895947974,0.27,0.0007327821527506269,0.0010419896706179905,3.626300383260374,success,
SAMPLE_006362,207501148,0,16,0.99863315,0.0123195145,1.0,0.0057851076,-0.93936735,0.61924624,14.49224612306153,0.3,0.00573591731805554,0.05622737744258421,7.003391003740415,success,
SAMPLE_006291,183979262,0,6,0.9946889,0.011491509,1.0,0.008720696,-0.35637778,-1.2256953,14.419709854927463,0.3,0.011803891555385592,0.09028704259164454,8.1843254361904,success,
SAMPLE_006066,266688542,0,4,1.0018165,0.004764274,1.0,0.004071355,0.16419925,-1.5215963,13.795897948974487,0.215,0.0028517555470153324,0.0032042088217734905,4.419256547316402,success,
SAMPLE_007026,153027658,0,2,1.0020902,0.005514516,1.0,0.0053706765,0.00807812,-1.826544,13.832166083041521,0.3,0.005592616290017501,0.006740270426468045,3.3141379871498526,success,
SAMPLE_000130,158170594,1,11,0.9813624,0.06514902,1.0,0.022776842,-1.9636133,3.317904,14.70985492746373,0.3,0.01988461364998404,0.6265079091844691,5.5334781066205885,success,
SAMPLE_006423,206498307,0,2,0.9994212,0.006043522,0.9999999,0.0016204715,-7.0231676,58.915745,13.418709354677338,0.19,0.05057772613476803,0.35046057419201276,8.472494427152576,success,
SAMPLE_007022,326470400,0,1,1.000026,0.0017051628,0.99999994,0.0011014342,0.1609757,0.52615595,14.223861930965482,0.3,0.0013268483384382248,0.000367950041262202,3.8902005225734007,success,
SAMPLE_006261,353367071,0,5,0.9966701,0.00592656,1.0,0.002111435,-0.6645947,-1.1427022,12.881940970485243,0.3,0.00767099585707375,0.030157640937611852,9.364161647104465,success,
SAMPLE_006042,288391628,0,5,0.99922705,0.0043497276,1.0,0.0027322173,-0.8142142,-0.5463195,14.651825912956477,0.3,0.005098574579605737,0.00826655715252898,9.869831617681418,success,
SAMPLE_006780,406190563,0,2,0.99681187,0.0058714035,1.0,0.003497839,-0.2513756,-1.6802989,6.411705852926463,0.3,0.0029260180569780996,0.006964846688351301,3.6144891524145666,success,
SAMPLE_002484,280645209,1,1,0.99993724,0.005903289,1.0,0.003910184,-0.16712064,0.39913273,5.903951975987994,0.135,0.010744000785120871,0.016795581942683633,7.510895430488327,success,
SAMPLE_006771,337129672,0,4,1.0006937,0.0106792785,1.0,0.009641767,-0.042666696,-1.081969,12.686093046523261,0.105,0.031373677939777064,0.07431522889389848,7.130769687071451,success,
SAMPLE_006687,420803693,0,2,0.99979544,0.0035585964,1.0,0.0028427541,-0.07660637,-0.8097675,12.49024512256128,0.3,0.0030209508839325145,0.0019712471565166505,3.8082169359226534,success,
SAMPLE_006202,374400599,0,1,0.99996454,0.0012569004,1.0,0.00082468987,-0.20892318,0.29280972,1.892696348174087,0.135,0.0017543374930480149,0.0017942991230366584,13.862052824582369,success,
SAMPLE_006906,375199523,0,1,0.9999862,0.0028543528,1.0,0.0019270182,-0.03470903,0.030676365,1.9434717358679339,0.05,0.0024011570777801913,0.0010377999561913033,4.119333842838768,success,
SAMPLE_006972,308050066,0,4,1.0009366,0.0048687737,1.0,0.0019732714,0.5110974,-0.63735723,11.090295147573787,0.3,0.003590647938686041,0.011094213629157466,4.240112239661931,success,
SAMPLE_001289,363851359,1,3,0.99886405,0.01985675,1.0,0.012152791,-0.16324838,0.5456259,2.54552276138069,0.08,0.006478366219111805,0.08935248826194982,3.090269425061192,success,
SAMPLE_004883,326809267,1,1,0.9999537,0.005637709,1.0,0.0037650466,0.0068850257,0.12322116,14.29639819909955,0.215,0.005264311282350623,0.004295510858010029,4.642621688274176,success,
SAMPLE_004194,259233660,1,33,1.000476,0.040279105,1.0,0.023961186,0.035493493,-0.06499314,13.382441220610305,0.3,0.014408431656654203,1.005732262636279,8.078907628551118,success,
SAMPLE_004212,122629761,1,4,1.0013183,0.005790656,1.0,0.0043615103,0.33675715,-0.9095018,12.628064032016008,0.3,0.006008769540915482,0.12943754135406366,3.28301453069657,success,
SAMPLE_006572,358186451,0,2,1.0014435,0.005954459,1.0,0.0054918528,0.06101744,-1.5611646,13.8104052026013,0.3,0.005891970631608941,0.007481151012566458,3.97257818624039,success,
SAMPLE_006040,350995812,0,6,0.99732584,0.01180303,1.0,0.0063972473,-0.8303876,-0.09915948,1.4502251125562782,0.3,0.0035952492683708585,0.1505534570217976,12.357448843202691,success,
SAMPLE_000008,20318757,1,6,0.9994698,0.0048837555,1.0,0.003679514,-0.1595172,-0.54772353,14.60105052526263,0.3,0.005538017126428529,0.059683107165830154,5.822921523758787,success,
SAMPLE_006307,327663613,0,1,1.0000033,0.000494973,1.0,0.0003258586,0.16399825,0.47730136,0.5072536268134067,0.3,9.410911641403365e-05,4.8808313640980284e-05,23.054210809044978,success,
SAMPLE_004329,120051913,1,1,0.99985754,0.0037625562,1.0,0.0025149584,-0.19858243,0.02514863,3.1330665332666334,0.3,0.00468056413732724,0.018621528547088803,6.230062368174468,success,
SAMPLE_005777,309133240,1,1,1.0000148,0.00057272025,1.0,0.000377357,0.21668807,0.64075017,3.3869434717358677,0.105,0.0004757677737211025,5.104304675235095e-05,3.264579494799755,success,
SAMPLE_000177,286923464,1,6,0.9992202,0.005839117,1.0,0.001038909,-0.36164132,0.1135478,14.180340170085042,0.3,0.010761214489794607,0.04892707900729189,10.529985865568127,success,
SAMPLE_003132,21549805,1,2,0.99746895,0.012412193,1.0,0.011060327,-0.104888335,-1.3195394,12.736868434217108,0.3,0.016544858337626894,0.05912618488102271,3.1116301959204753,success,
SAMPLE_006998,106114491,0,4,0.9878304,0.016827932,1.0,0.0069796443,-0.12373543,-1.9055598,14.325412706353177,0.3,0.010862660571178436,0.06342359964299112,4.897205034397983,success,
SAMPLE_006751,60074373,0,1,1.0001352,0.02563392,1.0,0.01696083,-0.018726572,0.14579391,3.191095547773887,0.105,0.021865285167273724,0.1446224353724756,11.910960532800193,success,
SAMPLE_002945,306362738,1,4,1.0002505,0.004919947,1.0,0.002892971,0.08590273,0.5887811,2.7848924462231115,0.08,0.007595956428819302,0.142342332887042,14.504192383998914,success,
SAMPLE_000616,77156657,1,4,0.9999589,0.010623735,1.0,0.008537769,0.8104214,39.03173,3.84392196098049,0.215,0.0057282429545625,0.21325017498487045,5.6707824978578065,success,
SAMPLE_006043,90504905,0,4,0.997948,0.07323695,1.0,0.06759274,0.028196124,-1.1964031,14.659079539769884,0.3,0.07664851476816832,2.5379977605837625,6.5790533799275845,success,
SAMPLE_004005,69995219,1,1,1.000023,0.0059200353,1.0,0.0040073693,0.026985776,0.059078455,2.037768884442221,0.05,0.0035823803507756304,0.0020726020098861676,13.178209427155794,success,
SAMPLE_006490,182470056,0,2,0.9999478,0.009528127,1.0,0.0064008236,-0.045283593,0.028844833,6.186843421710855,0.3,0.005946989124847189,0.020548040877260476,4.3356537954523,success,
SAMPLE_006550,322862882,0,1,0.999587,0.010945796,1.0,0.00712955,-0.22481376,0.40346622,2.4729864932466232,0.05,0.017782610109689772,0.03984387401146835,11.582665760104344,success,
SAMPLE_004858,439943973,1,2,1.000032,0.001845652,1.0,0.0011492968,0.1410566,0.72806716,3.996248124062031,0.16,0.0005177199090640845,0.0005388821644771816,7.98488561410238,success,
SAMPLE_002009,186292194,1,2,0.9998508,0.0040306197,1.0,0.0025330782,-0.37114322,0.8238511,12.961730865432717,0.135,0.008273742027313806,0.016566063326558383,11.804412736159177,success,
SAMPLE_006387,9727392,0,5,0.99791485,0.013137998,1.0,0.0041998625,-0.8938176,0.41566825,4.59104552276138,0.3,0.009276975635060882,0.22518194759653742,10.451783929162834,success,
SAMPLE_000367,376353509,1,7,0.99848956,0.0043989704,1.0,0.0032640696,-0.27887788,-1.2163787,14.477738869434717,0.3,0.004218227305090063,0.034563760302963834,5.466354520896458,success,
SAMPLE_000805,160148385,1,4,0.999657,0.007327284,1.0,0.0044384003,-0.064245224,0.73326564,3.4232116058029014,0.08,0.008808084701084563,0.12250254028423682,11.081338248514317,success,
SAMPLE_004850,446918603,1,1,0.99992913,0.0060910126,1.0,0.0040736794,-0.049098045,0.08386874,8.014757378689344,0.135,0.007481724336853691,0.008172525061689645,6.825137749700584,success,
SAMPLE_006987,289125016,0,1,0.9999331,0.002573053,1.0,0.0017004013,-0.19727063,0.34883475,6.201350675337669,0.245,0.004535535111113926,0.007251305257311891,7.677852082829388,success,
SAMPLE_006605,393251073,0,1,0.99900687,0.010391679,1.0,0.002064228,-9.237825,95.013664,14.992746373186593,0.105,0.0981300615423241,0.7318426823508241,7.489977106967057,success,
SAMPLE_006603,80478272,0,1,0.99996245,0.0021025375,1.0,0.0013597012,-0.29051834,0.995733,5.084292146073036,0.08,0.005620789836682028,0.004549432087893309,10.50136513357278,success,
SAMPLE_000965,176220787,1,6,0.99892074,0.0102547435,1.0,0.004830122,-1.783176,2.6614876,13.012506253126563,0.3,0.027947670762048023,0.33703269789178436,6.2553817293822185,success,
SAMPLE_006825,28643432,0,3,0.99784166,0.009928037,1.0,0.00857389,-0.23390555,-1.3177629,10.691345672836418,0.3,0.0076123132345439735,0.027235237006982268,4.68344319070614,success,
SAMPLE_006586,267867517,0,1,1.0000026,0.009773029,1.0,0.0066366196,0.020830102,0.056774855,0.5217608804402201,0.3,0.0008034147588649727,0.0035097718065187134,6.583679713569553,success,
SAMPLE_007088,5772442,0,1,1.000009,0.0012636629,1.0,0.0008369982,0.054052293,0.15852332,1.1093046523261632,0.105,0.0002862653346908149,6.187062059346142e-05,8.036565276827659,success,
SAMPLE_002509,333674399,1,6,1.0110573,0.017744053,1.0,0.007828712,0.20771609,-1.8722351,13.89744872436218,0.3,0.016306304507125828,0.5139761303907237,2.5955302712236366,success,
SAMPLE_005959,143994283,0,4,1.0037034,0.009350199,1.0,0.007802844,0.18750377,-1.4848711,12.294397198599299,0.3,0.008619556874183358,0.11233670218940975,2.492095211655478,success,
SAMPLE_004004,157768969,1,2,1.000015,0.0019566885,1.0,0.0012145042,0.14167437,0.79676986,9.675837918959479,0.3,0.00044435802612970816,0.00029835307768808037,2.312617995509645,success,
SAMPLE_003766,250983039,1,1,0.9999817,0.0018994613,1.0,0.0012713671,-0.067453496,0.09461856,2.2988994497248623,0.05,0.002107806531486307,0.0007686127687325062,12.24775491276036,success,
SAMPLE_006902,69672493,0,1,0.9999932,0.0009811547,1.0,0.00067043304,-0.0042586247,0.03485489,8.254127063531765,0.3,0.0006731540678200832,0.00014658962508385163,3.095565899303496,success,
SAMPLE_006498,104022675,0,1,0.999929,0.006077613,0.99999994,0.004089743,-0.010948198,0.040075302,1.4864932466233116,0.05,0.0036429398657420787,0.003941490227027636,10.5439533813823,success,
SAMPLE_006634,437156845,0,1,1.0000165,0.005623203,1.0,0.0037940145,0.017115759,-0.021304846,3.488494247123562,0.08,0.0032815928131174656,0.0021699235553074964,5.028472961659026,success,
SAMPLE_005976,385624852,0,12,0.9960306,0.010247356,1.0,0.01047498,0.09083034,-1.7334825,13.716108054027012,0.3,0.008465356455294566,0.3721062846096624,5.873239227317902,success,
SAMPLE_006098,274170255,0,1,1.0000234,0.0012531541,1.0,0.0008524358,0.10872992,-0.020661354,5.621060530265132,0.3,0.0012501702973682306,0.0008385096769042797,5.021371911636119,success,
SAMPLE_006937,146463781,0,2,0.9995323,0.057641596,1.0,0.037866026,-0.02461425,0.22997284,1.2543771885942971,0.08,0.020511574996620877,0.39737448750127163,14.157861994964714,success,
SAMPLE_000427,318022259,1,4,1.003251,0.0087429155,1.0,0.0025627613,1.3476632,0.6052954,8.508004002001,0.3,0.0033316910689784487,0.03709675269698815,4.71121518592272,success,
SAMPLE_002414,335655755,1,8,1.0033444,0.010342559,1.0,0.005868554,0.6676692,-0.8283975,13.839419709854926,0.3,0.006205897337261866,0.04284589245870524,7.184534957760932,success,
SAMPLE_001097,232568235,1,7,1.003409,0.011048382,0.99999994,0.005096972,0.69043696,-0.3792615,8.130815407703851,0.3,0.0063618145453804495,0.12336074177631386,5.242650554886298,success,
SAMPLE_000328,284441182,1,7,0.9757636,0.051198725,1.0,0.01166141,-1.4062902,0.41779494,14.267383691845923,0.3,0.08364784687187163,3.7713626723157456,4.461664285090917,success,
SAMPLE_007094,237808867,0,1,1.0000141,0.0011498403,1.0,0.00075501204,0.0761921,0.30221272,0.5652826413206603,0.105,0.0005389423282977626,0.00047460973349947575,19.974279359768072,success,
SAMPLE_007119,341729521,0,4,0.98912597,0.020299548,1.0,0.006884992,-0.84069955,-1.040322,12.867433716858429,0.3,0.03173974025303781,0.21760080004734664,4.898623237958443,success,
SAMPLE_006051,267561446,0,3,1.0162166,0.030033093,1.0,0.012335658,0.48451638,-1.5632344,14.173086543271635,0.3,0.023114022766340014,0.22866244473355457,3.9590250777968254,success,
SAMPLE_000608,384159646,1,7,1.0000399,0.0024144552,1.0,0.0016881227,-0.022520429,-0.22513127,14.499499749874937,0.3,0.0014030085607752941,0.0034339314061964856,9.801741720592537,success,
SAMPLE_006999,128463355,0,1,0.9998641,0.0022589697,1.0,0.00090643764,-6.5328627,74.24449,13.9192096048024,0.105,0.024217283238315096,0.021992880279179148,2.8310751990292835,success,
SAMPLE_003830,347469901,1,1,0.9999034,0.009711704,1.0,0.006500244,-0.052373767,0.07888436,3.2563781890945473,0.08,0.011669964314534043,0.027850459722460846,11.209900742819764,success,
SAMPLE_006957,63303499,0,2,0.9997848,0.0032595522,0.99999994,0.0029144287,-0.007846632,-1.2721442,14.434217108554277,0.3,0.003388704387383663,0.0024861382225283665,3.6549684177325905,success,
SAMPLE_006170,252636888,0,1,0.9999863,0.0014888475,1.0,0.0010014772,-0.01288234,0.03407359,2.596298149074537,0.16,0.0006128154932862628,0.00019828661361257,8.568028227643742,success,
SAMPLE_006942,267527924,0,2,1.0024254,0.0045689894,1.0,0.0030473769,0.19486625,-1.7021492,14.368934467233617,0.3,0.00446594851847802,0.004258192632230101,2.6981578774871,success,
SAMPLE_006837,195093356,0,2,1.0157126,0.026751425,1.0,0.016224265,0.15472735,-1.6267983,12.816658329164582,0.3,0.03542691671224654,0.27109434839107394,3.594232108446062,success,
SAMPLE_000376,28900646,1,5,1.0075885,0.025338821,1.0,0.008869171,-0.48006222,-0.08947587,13.998999499749875,0.3,0.05847389906039718,0.738546524206312,2.6026242989517367,success,
SAMPLE_000424,285048486,1,4,0.9930219,0.0143371,1.0,0.004267007,-0.8925172,-0.76121783,11.503751875937969,0.3,0.020892849072950595,0.2798036422688443,2.987973492471252,success,
SAMPLE_006894,428685938,0,1,1.0000422,0.017324153,1.0,0.010963023,1.068002,19.103941,13.389694847423712,0.05,0.04473921870763393,0.07205751686050206,5.32870363587991,success,
SAMPLE_001266,157225097,1,1,0.9997624,0.007068345,1.0,0.0046005547,-0.18897425,0.4927404,2.5237618809404703,0.08,0.013426548537003443,0.025869061505969085,10.178776839310707,success,
SAMPLE_001096,219501568,1,6,1.0021812,0.006648956,1.0,0.0007197857,3.3188434,10.382126,13.121310655327663,0.3,0.0025499153164234845,0.01614463514427187,4.341044082948432,success,
SAMPLE_000513,289580577,1,39,1.0006237,0.013044412,0.99999994,0.009435236,0.19489956,-0.48668075,13.96273136568284,0.3,0.004798536644792977,0.12735655119468978,10.792794761938408,success,
SAMPLE_002770,112110888,1,1,0.9997755,0.0076415706,1.0,0.004830241,-0.34030992,0.8326106,1.9579789894947472,0.105,0.013071216550369927,0.07560409068219913,14.162275009102892,success,
SAMPLE_004192,370907864,1,3,1.0144411,0.04681598,1.0,0.029586077,0.60968125,-1.3381,13.904702351175587,0.3,0.045531200320707385,0.447787483771187,2.64830362065952,success,
SAMPLE_006278,95129101,0,6,0.99036294,0.015020579,1.0,0.008038878,-0.28138018,-1.6170014,13.563781890945473,0.3,0.013841265967803617,0.10077141852911774,5.310893173838103,success,
SAMPLE_000122,260647166,1,4,0.9986064,0.0044356165,1.0,0.0010535717,-2.0550647,3.218833,13.418709354677338,0.3,0.01268366703833985,0.034749088460525254,4.184987355544009,success,
SAMPLE_006562,1976308113,0,5,0.9949291,0.015701687,1.0,0.0060412586,-1.0771673,-0.06689453,2.7558779389694847,0.135,0.0038777892093527474,0.03550294524827952,5.832181354594,success,
SAMPLE_004969,303030789,1,1,0.9999632,0.0058033913,1.0,0.0038867295,-0.0240958,0.05564761,10.611555777888944,0.19,0.007149237473752591,0.003884481330664233,3.866913169961205,success,
SAMPLE_000668,402898317,1,32,0.99672115,0.017096678,1.0,0.012577772,0.28316006,-0.71336865,13.491245622811405,0.3,0.004227402480405958,0.10485769193365181,5.778612989897877,success,
SAMPLE_000476,85293053,1,2,1.0038377,0.005451689,1.0,0.002491355,0.116026334,-1.8975525,14.86943471735868,0.3,0.005640124917260373,0.006871177961777088,3.412737653678048,success,
SAMPLE_006370,293567206,0,3,1.0002127,0.00878943,1.0,0.009760737,0.092475116,-1.3292376,14.659079539769884,0.3,0.010879383227245177,0.025565971551536955,4.841198111354907,success,
SAMPLE_006495,141631253,0,2,0.9974259,0.006809851,1.0,0.0064167976,-0.041994836,-1.6990415,13.803151575787894,0.3,0.007512211708804681,0.012189598147706864,3.2669692133534096,success,
SAMPLE_003039,238854767,1,4,0.9969342,0.010218294,0.9999999,0.005373299,-0.7636646,-0.7750244,12.780390195097548,0.3,0.017119565679004276,0.06330517827215208,5.60702581643338,success,
SAMPLE_006769,176831592,0,2,0.99998236,0.0017903536,1.0,0.001047194,-0.066106685,1.1559844,1.2688844422211105,0.3,0.0007352690662467094,0.0020284084903719633,5.83235371920514,success,
SAMPLE_004036,72401290,1,1,0.99999624,0.0042455685,1.0,0.00286448,-0.0136644095,-0.0029854774,6.542271135567784,0.105,0.0037513434973700387,0.0021249592833243315,8.996025992479488,success,
SAMPLE_006541,16187321,0,3,0.9850592,0.028795756,1.0,0.0081397295,-0.76980823,-1.2609841,14.18759379689845,0.3,0.036887156583550774,0.33540326208198046,4.960142622674351,success,
SAMPLE_006973,97158538,0,2,0.9914518,0.010148966,1.0,0.0027945638,-0.037237946,-1.9808782,15.0,0.3,0.010762256955165764,0.025018453750106993,3.398692442191309,success,
SAMPLE_005947,238597883,0,2,1.000082,0.001432367,1.0,0.0008832216,0.44866064,1.7945809,3.575537768884442,0.105,0.00043671829404718065,0.00035264658358928207,9.956381533282578,success,
SAMPLE_007074,32283946,0,1,0.9996832,0.0037768972,1.0,0.001765579,-3.0507188,17.279287,14.122311155577789,0.19,0.02117099600073524,0.06118081128201963,6.048745800061549,success,
SAMPLE_006464,325172035,0,2,0.9924434,0.009962309,1.0,0.0036821365,-0.06360326,-1.9588758,14.622811405702851,0.3,0.011429400837846264,0.02821633995862675,4.2650160368213905,success,
SAMPLE_006916,452483795,0,1,0.9999902,0.009553002,1.0,0.0064240694,-0.021563185,0.0316329,2.451225612806403,0.105,0.007800195081302328,0.025341127537104366,12.427525500673825,success,
SAMPLE_000281,25375553,1,5,1.0004466,0.004098619,1.0,0.0023748875,0.20024735,-0.41709518,11.554527263631815,0.16,0.004576565206201312,0.012032873250258858,9.001109128122975,success,
